Time,Action,Price
2025-04-01 15:30:00+00:00,BUY,380.80999755859375
2025-04-04 19:30:00+00:00,SELL,359.75
2025-04-08 14:30:00+00:00,BUY,367.0050048828125
2025-04-09 18:30:00+00:00,SELL,387.8399963378906
2025-04-10 14:30:00+00:00,BUY,377.54998779296875
2025-04-17 19:30:00+00:00,SELL,367.6000061035156
