Timestamp,Action,Symbol,Quantity,Price
2025-04-20 18:00:32.035075,BUY,BA,1,161.89999389648438
2025-04-20 18:00:32.528650,BUY,SHOP,2,83.6500015258789
2025-04-20 18:04:34.453674,BUY,BA,1,161.89999389648438
2025-04-20 18:04:34.713624,BUY,SHOP,2,83.6500015258789
2025-04-20 18:33:17.234917,BUY,BA,1,161.9
2025-04-20 18:33:17.502649,BUY,SHOP,2,83.65
