Time,Action,Price
2025-03-31 19:30:00+00:00,BUY,221.9949951171875
2025-04-03 13:30:00+00:00,SELL,205.63499450683594
2025-04-09 17:30:00+00:00,BUY,190.8000030517578
2025-04-14 13:30:00+00:00,SELL,204.75
2025-04-14 14:30:00+00:00,BUY,203.60000610351562
2025-04-16 18:30:00+00:00,SELL,192.57000732421875
